11,Partea - English Tearoom - Nguyễn Huệ - Gian 2,https://images.foody.vn/res/g80/798435/prof/s576x330/foody-upload-api-foody-mobile-pa-a-jpg-181112101506.jpg,https://www.foody.vn/ho-chi-minh/partea-english-tearoom-nguyen-hue-gian-2,Café/Dessert,8.1,3,"Tầng 4, 42 Nguyễn Huệ",Quận 1,TP. HCM,10.773921,106.70431, 09:00 - 22:00,50.000đ - 200.000đ,,partea-english-tearoom-nguyen-hue-gian-2
12,Partea - English Tearoom - Nguyễn Thị Minh Khai,https://images.foody.vn/res/g78/777275/prof/s576x330/foody-upload-api-foody-mobile-foody-mobile-12-jpg--180911155924.jpg,https://www.foody.vn/ho-chi-minh/partea-english-tearoom-nguyen-thi-minh-khai,Café/Dessert,6.8,14,"240 Nguyễn Thị Minh Khai, P. 6",Quận 3,TP. HCM,10.774131,106.689905, 08:00 - 23:00,50.000đ - 200.000đ,,partea-english-tearoom-nguyen-thi-minh-khai
13,Starbucks Coffee - Emart,,https://www.foody.vn/ho-chi-minh/starbucks-coffee-emart,Café/Dessert,7.3,103,"Emart, 366 Phan Văn Trị, P. 5",Quận Gò Vấp,TP. HCM,10.822738,106.693572, 08:00 - 22:04,35.000đ - 100.000đ,,starbucks-coffee-emart
14,Starbucks Coffee - Nguyễn Huệ,,https://www.foody.vn/ho-chi-minh/starbucks-coffee-nguyen-hue-196982,Café/Dessert,7.6,102,"99 Nguyễn Huệ, P. Bến Nghé",Quận 1,TP. HCM,10.773097,106.704333, 06:30 - 23:00,100.000đ - 200.000đ,,starbucks-coffee-nguyen-hue-196982
15,Buzza Pizza - Nguyễn Thị Thập,,https://www.foody.vn/ho-chi-minh/buzza-pizza-nguyen-thi-thap,Nhà hàng,8.1,127,"Tầng 1, 51 - 53 Nguyễn Thị Thập, P. Tân Hưng",Quận 7,TP. HCM,10.740871,106.6983734, 10:00 - 22:30,49.000đ - 159.000đ,,buzza-pizza-nguyen-thi-thap
16,Buzza Pizza - Emart Gò Vấp,https://images.foody.vn/res/g20/199622/prof/s576x330/201652411519-mobile-foody-logo-2-640x400.jpg,https://www.foody.vn/ho-chi-minh/buzza-pizza-e-mart-go-vap,Nhà hàng,8,290,"Tầng Trệt Emart Gò Vấp - 366 Phan Văn Trị, P. 5",Quận Gò Vấp,TP. HCM,10.8242327,106.6918906, 10:00 - 22:30,50.000đ - 200.000đ,,buzza-pizza-e-mart-go-vap
17,Hanuri - Quán Ăn Hàn Quốc - Phan Văn Trị,https://images.foody.vn/res/g96/957846/prof/s576x330/foody-upload-api-foody-mobile-hm1-190918100840.jpg,https://www.foody.vn/ho-chi-minh/hanuri-quan-an-han-quoc-phan-van-tri,Quán ăn,8,16,"530 - 532 Phan Văn Trị, P. 7",Quận Gò Vấp,TP. HCM,10.829772,106.681175, 09:00 - 21:30,50.000đ - 110.000đ,,hanuri-quan-an-han-quoc-phan-van-tri
18,Pizza 4P's - Pizza Kiểu Nhật - Estella Place,https://images.foody.vn/res/g100/991707/prof/s576x330/foody-upload-api-foody-mobile-280-191220162305.jpg,https://www.foody.vn/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-estella-place,Nhà hàng,8.5,4,"88 Song Hành, P. An Phú",Quận 2,TP. HCM,10.802105,106.748574, 10:00 - 22:00,100.000đ - 400.000đ,,pizza-4p-s-pizza-kieu-nhat-estella-place
19,Pizza 4P’S - Pizza Kiểu Nhật - Lê Đại Hành,https://images.foody.vn/res/g99/980969/prof/s576x330/foody-upload-api-foody-mobile-soy-garlic-beef-191128161904.jpg,https://www.foody.vn/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-le-dai-hanh,Quán ăn,9.1,5,"184 Lê Đại Hành, P. 15",Quận 11,TP. HCM,10.7650671,106.6552625, 10:00 - 23:00,200.000đ - 500.000đ,,pizza-4p-s-pizza-kieu-nhat-le-dai-hanh
20,Pizza 4P's - Pizza Kiểu Nhật - Xuân Thủy,https://images.foody.vn/res/g91/909448/prof/s576x330/foody-upload-api-foody-mobile-hma-190424164201.jpg,https://www.foody.vn/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-xuan-thuy,Nhà hàng,8.7,27,"48/1 Xuân Thủy, P. Thảo Điền",Quận 2,TP. HCM,10.802679,106.730788, 10:00 - 22:30,250.000đ - 500.000đ,,pizza-4p-s-pizza-kieu-nhat-xuan-thuy
21,Pizza 4P’s - Pizza Kiểu Nhật - Võ Văn Kiệt,https://images.foody.vn/res/g81/802757/prof/s576x330/foody-upload-api-foody-mobile-4p-jpg-181218144425.jpg,https://www.foody.vn/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-vo-van-kiet,Nhà hàng,8.9,21,"608 Võ Văn Kiệt, P. Cầu Kho",Quận 1,TP. HCM,10.75494984,106.6877581, 10:00 - 23:00,200.000đ - 500.000đ,,pizza-4p-s-pizza-kieu-nhat-vo-van-kiet
22,Pizza 4P's - Pizza Kiểu Nhật - Hai Bà Trưng,https://images.foody.vn/res/g71/707162/prof/s576x330/foody-mobile-dfg-jpg.jpg,https://www.foody.vn/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-hai-ba-trung,Nhà hàng,8.3,137,151 Hai Bà Trưng,Quận 3,TP. HCM,10.783351,106.6971768, 10:00 - 23:00,250.000đ - 400.000đ,,pizza-4p-s-pizza-kieu-nhat-hai-ba-trung
23,Pizza 4P's - Pizza Kiểu Nhật - Saigon Centre,https://images.foody.vn/res/g70/691968/prof/s576x330/foody-mobile-4p-jpg-532-636424643520159051.jpg,https://www.foody.vn/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-saigon-centre,Nhà hàng,8.5,107,"01 - 2 Lầu 6 Saigon Centre, 65 Lê Lợi, P. Bến Nghé",Quận 1,TP. HCM,10.773726,106.700877, 10:00 - 23:00,250.000đ - 400.000đ,,pizza-4p-s-pizza-kieu-nhat-saigon-centre
24,Pizza 4P's - Pizza Kiểu Nhật - Thủ Khoa Huân,https://images.foody.vn/res/g28/273807/prof/s576x330/foody-mobile-14ss-jpg-569-636088555223057387.jpg,https://www.foody.vn/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-thu-khoa-huan,Nhà hàng,8.4,238,"8 Thủ Khoa Huân, P. Bến Thành",Quận 1,TP. HCM,10.773458,106.697516, 10:00 - 23:00 | 10:00 - 02:00,150.000đ - 300.000đ,,pizza-4p-s-pizza-kieu-nhat-thu-khoa-huan
25,Bánh Tráng Trộn Chú Viên,https://images.foody.vn/res/g4/32742/prof/s576x330/foody-upload-api-foody-mobile-aaaaaa-190919085936.jpg,https://www.foody.vn/ho-chi-minh/banh-trang-tron-chu-vien,Ăn vặt/vỉa hè,6.5,735,"38 Nguyễn Thượng Hiền, P. 5",Quận 3,TP. HCM,10.77120866,106.6859794, 11:30 - 19:00,10.000đ - 22.000đ,,banh-trang-tron-chu-vien
26,Osaka - Cơm Thố Nhật Bản,https://images.foody.vn/res/g19/185028/prof/s576x330/foody-mobile-rkzfp07z-jpg-140-636129280000057937.jpg,https://www.foody.vn/ho-chi-minh/osaka-com-tho-nhat-ban,Quán ăn,6.8,654,"64 Nguyễn Thời Trung, P. 6",Quận 5,TP. HCM,10.75221325,106.6698985, 11:00 - 22:00,30.000đ - 50.000đ,,osaka-com-tho-nhat-ban
27,Gà Cơ Bắp - Chuyên Các Món Gà,,https://www.foody.vn/ho-chi-minh/quan-ga-co-bap-chuyen-cac-mon-ga,Quán ăn,7.8,738,"171B Trần Văn Đang, P. 11",Quận 3,TP. HCM,10.784443,106.673286, 08:00 - 23:00,28.000đ - 78.000đ,,quan-ga-co-bap-chuyen-cac-mon-ga
28,El Sol - Meat & Wine - Võ Thị Sáu,https://images.foody.vn/res/g69/684715/prof/s576x330/foody-mobile-6-jpg.jpg,https://www.foody.vn/ho-chi-minh/el-sol-meat-wine-vo-thi-sau,Nhà hàng,8.1,669,140/2 Võ Thị Sáu,Quận 3,TP. HCM,10.787692,106.691411, 11:00 - 22:00,35.000đ - 349.000đ,,el-sol-meat-wine-vo-thi-sau
29,Pizza 4P’s - Pizza Kiểu Nhật - Nguyễn Văn Linh,https://images.foody.vn/res/g21/205431/prof/s576x330/foody-mobile-4p-1-mb-jpg-936-635886340778516588.jpg,https://www.foody.vn/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-nguyen-van-linh,Nhà hàng,8.1,173,"Lô MD2, Nguyễn Văn Linh, P Tân Phú",Quận 7,TP. HCM,10.731467,106.715654, 10:00 - 22:00,200.000đ - 300.000đ,,pizza-4p-s-pizza-kieu-nhat-nguyen-van-linh
30,Pizza 4P’s - Pizza Kiểu Nhật - Lê Thánh Tôn,https://images.foody.vn/res/g1/1432/prof/s576x330/foody-mobile-mobile-jpg-174-635519918653945885.jpg,https://www.foody.vn/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-le-thanh-ton,Nhà hàng,8,1076,"8/15 Lê Thánh Tôn, P. Bến Nghé",Quận 1,TP. HCM,10.781878,106.705055, 10:00 - 23:00,250.000đ - 500.000đ,,pizza-4p-s-pizza-kieu-nhat-le-thanh-ton
31,Hanuri - Quán Ăn Hàn Quốc - Cộng Hòa,https://images.foody.vn/res/g78/777457/prof/s576x330/foody-upload-api-foody-mobile-foody-mobile-hx7sjib-190620160946.jpg,https://www.foody.vn/ho-chi-minh/hanuri-quan-an-han-quoc-cong-hoa,Quán ăn,6.9,81,"51 Cộng Hòa, P. 4",Quận Tân Bình,TP. HCM,10.801064,106.656202, 09:00 - 21:30,50.000đ - 110.000đ,,hanuri-quan-an-han-quoc-cong-hoa
32,Hanuri - Quán Ăn Hàn Quốc - Điện Biên Phủ,,https://www.foody.vn/ho-chi-minh/hanuri-quan-an-han-quoc-dien-bien-phu,Quán ăn,7.6,280,"531 Điện Biên Phủ, P. 3",Quận 3,TP. HCM,10.770943,106.677126, 08:00 - 22:00,25.000đ - 100.000đ,,hanuri-quan-an-han-quoc-dien-bien-phu
33,Texas Chicken - Võ Văn Ngân,https://images.foody.vn/res/g63/629596/prof/s576x330/foody-upload-api-foody-mobile-92a-jpg-180831084935.jpg,https://www.foody.vn/ho-chi-minh/texas-chicken-vo-van-ngan,Quán ăn,6.2,71,"354 Võ Văn Ngân, KP. 3, P. Bình Thọ",Quận Thủ Đức,TP. HCM,10.849615,106.77132, 10:00 - 21:30,50.000đ - 220.000đ,,texas-chicken-vo-van-ngan
34,Chảo Restaurant - Bánh Mì Chảo,https://images.foody.vn/res/g16/150120/prof/s576x330/foody-mobile-12-jpg-361-636169868619281225.jpg,https://www.foody.vn/ho-chi-minh/chao-restaurant,Nhà hàng,7.4,580,"31 Trần Quang Diệu, P. 14",Quận 3,TP. HCM,10.788887,106.678096, 10:00 - 22:00,25.000đ - 70.000đ,,chao-restaurant
35,The Pizza Company - Tân Sơn Nhì,https://images.foody.vn/res/g64/632865/prof/s576x330/foody-upload-api-foody-mobile-store-cover-200416145911.jpg,https://www.foody.vn/ho-chi-minh/the-pizza-company-tan-son-nhi,Nhà hàng,7.4,15,"456A Tân Sơn Nhì, P. Tân Quý",Quận Tân Phú,TP. HCM,10.7935139,106.6285298, 10:00 - 22:00,100.000đ - 300.000đ,,the-pizza-company-tan-son-nhi
36,Papas' Chicken - Phan Văn Trị,https://images.foody.vn/res/g98/973633/prof/s576x330/foody-upload-api-foody-mobile-foody-upload-api-foo-191028151420.jpg,https://www.foody.vn/ho-chi-minh/papas-chicken-phan-van-tri,Quán ăn,8.1,10,"368 Phan Văn Trị, P. 5",Quận Gò Vấp,TP. HCM,10.825791,106.689926, 09:00 - 23:00,50.000đ - 350.000đ,,papas-chicken-phan-van-tri
37,KOI Thé Cafe - Phạm Hồng Thái,https://images.foody.vn/res/g68/675976/prof/s576x330/foody-upload-api-foody-mobile-cover-2-190620163221.jpg,https://www.foody.vn/ho-chi-minh/koi-the-cafe-pham-hong-thai,Café/Dessert,6.8,39,"24 Phạm Hồng Thái, P. Bến Thành",Quận 1,TP. HCM,10.771169,106.6959214, 10:00 - 22:00,40.000đ - 60.000đ,,koi-the-cafe-pham-hong-thai
38,KOI Thé Cafe - Cao Thắng Plaza,https://images.foody.vn/res/g67/668266/prof/s576x330/foody-upload-api-foody-mobile-cover-2-190620163035.jpg,https://www.foody.vn/ho-chi-minh/koi-the-cafe-cao-thang-plaza,Café/Dessert,7,38,"Cao Thắng Plaza, 19 Cao Thắng",Quận 3,TP. HCM,10.76895,106.683064, 10:00 - 22:00,30.000đ - 60.000đ,,koi-the-cafe-cao-thang-plaza
39,Say Coffee 24H - Điện Biên Phủ,https://images.foody.vn/res/g99/984080/prof/s576x330/foody-upload-api-foody-mobile-yyyyyy-191129150813.jpg,https://www.foody.vn/ho-chi-minh/say-coffee-24h-dien-bien-phu,Café/Dessert,7.5,24,"475 Điện Biên Phủ, P. 25",Quận Bình Thạnh,TP. HCM,10.801275,106.714312, 00:01 - 23:59,30.000đ - 60.000đ,,say-coffee-24h-dien-bien-phu
40,Fly Cupcake Tú Xương,https://images.foody.vn/res/g1/6676/prof/s576x330/foody-mobile-flycupcake-jpg-612-635657179559706401.jpg,https://www.foody.vn/ho-chi-minh/fly-cupcake-tu-xuong,"Café/Dessert, Tiệm bánh",7,471,"25B Tú Xương, P. 7",Quận 3,TP. HCM,10.782257,106.688168, 07:00 - 23:00,40.000đ - 115.000đ,,fly-cupcake-tu-xuong
41,Hancook Korean Fast Food - Nguyễn Trọng Tuyển,https://images.foody.vn/res/g76/755744/prof/s576x330/foody-upload-api-foody-mobile-foody-hancook-korean-180703164041.jpg,https://www.foody.vn/ho-chi-minh/hancook-korean-fast-food-nguyen-trong-tuyen,Quán ăn,7.4,43,"320 Nguyễn Trọng Tuyển, P. 1",Quận Tân Bình,TP. HCM,10.798566,106.667313, 09:00 - 22:00,10.000đ - 265.000đ,,hancook-korean-fast-food-nguyen-trong-tuyen
42,McDonald’s Hoang Dieu,https://images.foody.vn/res/g31/300450/prof/s576x330/foody-upload-api-foody-mobile-asdasdasd-jpg-181227145316.jpg,https://www.foody.vn/ho-chi-minh/mcdonald-s-hoang-dieu,Quán ăn,6.9,27,"Chung Cư H3, 384 Hoàng Diệu, P. 6",Quận 4,TP. HCM,10.760234,106.698988, 07:00 - 23:00,30.000đ - 100.000đ,,mcdonald-s-hoang-dieu
43,McDonald's Tân Sơn Nhất,https://images.foody.vn/res/g30/297026/prof/s576x330/foody-upload-api-foody-mobile-asdasdasd-jpg-181227145427.jpg,https://www.foody.vn/ho-chi-minh/mcdonald-s-tan-son-nhat,Nhà hàng,7.6,40,"Ga Quốc Nội Sân Bay Tân Sơn Nhất, Trường Sơn, P. 2",Quận Tân Bình,TP. HCM,10.813533,106.66305, 00:01 - 23:59,30.000đ - 80.000đ,,mcdonald-s-tan-son-nhat
198,Food House - Phan Xích Long,,https://www.foody.vn/ho-chi-minh/food-house-restaurant-phan-xich-long,Nhà hàng,6.2,217,"133 - 135 Phan Xích Long, P. 7",Quận Phú Nhuận,TP. HCM,10.798688,106.68816, 10:30 - 22:00,30.000đ - 200.000đ,,food-house-restaurant-phan-xich-long
44,McDonald's - Saigon Centre,https://images.foody.vn/res/g25/248071/prof/s576x330/foody-upload-api-foody-mobile-asdasdasd-jpg-181227145435.jpg,https://www.foody.vn/ho-chi-minh/mcdonald-s-saigon-centre,Quán ăn,6.9,37,"Saigon Centre, 65 Lê Lợi, P. Bến Nghé",Quận 1,TP. HCM,10.773599,106.700937, 09:30 - 22:00 | 09:30 - 21:30,50.000đ - 200.000đ,,mcdonald-s-saigon-centre
45,McDonald’s Saigon Supermarket,https://images.foody.vn/res/g25/247390/prof/s576x330/foody-upload-api-foody-mobile-asdasdasd-jpg-181227145415.jpg,https://www.foody.vn/ho-chi-minh/mcdonald-s-saigon-supermarket,Quán ăn,6.7,73,"Siêu Thị Sài Gòn, 460 Đường 3 Tháng 2, P. 12",Quận 10,TP. HCM,10.7681131,106.6674131, 07:00 - 23:00,30.000đ - 100.000đ,,mcdonald-s-saigon-supermarket
46,McDonald's Buu Dien,https://images.foody.vn/res/g21/209424/prof/s576x330/foody-upload-api-foody-mobile-asdasdasd-jpg-181227145325.jpg,https://www.foody.vn/ho-chi-minh/mcdonald-s-buu-dien-thanh-pho,"Nhà hàng, Café/Dessert",7.5,56,"2 Công Xã Paris, P. Bến Nghé",Quận 1,TP. HCM,10.779964,106.699293, 08:00 - 21:00,50.000đ - 200.000đ,,mcdonald-s-buu-dien-thanh-pho
47,McDonald’s Vincom Masteri,https://images.foody.vn/res/g20/198605/prof/s576x330/foody-upload-api-foody-mobile-asdasdasd-jpg-181227145259.jpg,https://www.foody.vn/ho-chi-minh/mcdonald-s-vincom-masteri,Nhà hàng,7.9,30,"L1-11,12,13, TTTM Vincom Masteri, 159 Xa Lộ Hà Nội, P.  Thảo Điền",Quận 2,TP. HCM,10.802127,106.740698, 07:00 - 12:00,20.000đ - 250.000đ,,mcdonald-s-vincom-masteri
48,McDonald's Nguyen Hue,https://images.foody.vn/res/g20/196972/prof/s576x330/foody-upload-api-foody-mobile-asdasdasd-jpg-181227145307.jpg,https://www.foody.vn/ho-chi-minh/mcdonald-s-nguyen-hue,"Nhà hàng, Café/Dessert",7.3,106,"123 - 125 Nguyễn Huệ, P. Bến Nghé",Quận 1,TP. HCM,10.7742,106.703106, 00:01 - 23:59,25.000đ - 80.000đ,,mcdonald-s-nguyen-hue
49,McDonald's Vivo,https://images.foody.vn/res/g14/133342/prof/s576x330/foody-upload-api-foody-mobile-asdasdasd-jpg-181227145443.jpg,https://www.foody.vn/ho-chi-minh/mcdonald-s-sc-vivocity,Nhà hàng,7.1,64,"Tầng 1 - SC VivoCity, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong",Quận 7,TP. HCM,10.729806,106.703429, 09:00 - 22:00,30.000đ - 300.000đ,,mcdonald-s-sc-vivocity
50,Sakura Việt Nam - Sushi Nhật Bản,https://images.foody.vn/res/g5/45218/prof/s576x330/foody-mobile-nogalh4z-jpg-257-636149122935342910.jpg,https://www.foody.vn/ho-chi-minh/sakura-viet-nam-sushi-nhat-ban,Quán ăn,7.2,522,505 Sư Vạn Hạnh,Quận 10,TP. HCM,10.774175,106.668146, 11:00 - 22:30,9.000đ - 132.000đ,,sakura-viet-nam-sushi-nhat-ban
51,BeefSteak - Mì Ý - Salad Cow Express - Sư Vạn Hạnh,https://images.foody.vn/res/g9/87295/prof/s576x330/2015615104648-foody-avatar-1.jpg,https://www.foody.vn/ho-chi-minh/cow-express-su-van-hanh,Nhà hàng,7.6,517,"457 Sư Vạn Hạnh, P. 12",Quận 10,TP. HCM,10.773383,106.668679, 08:00 - 22:00,20.000đ - 120.000đ,,cow-express-su-van-hanh
52,IZZIBING Snow Dessert Coffee - Bingsu,https://images.foody.vn/res/g16/155054/prof/s576x330/foody-mobile-7cn1wmem-jpg-124-636143651496437181.jpg,https://www.foody.vn/ho-chi-minh/izzibing-pho-quang,Café/Dessert,7.4,536,"49 Phổ Quang, P. 2",Quận Tân Bình,TP. HCM,10.8060569,106.6680839, 08:00 - 22:00,32.000đ - 150.000đ,,izzibing-pho-quang
53,McDonald's Go Vap,https://images.foody.vn/res/g13/120212/prof/s576x330/foody-upload-api-foody-mobile-asdasdasd-jpg-181227145606.jpg,https://www.foody.vn/ho-chi-minh/mcdonald-s-go-vap,Nhà hàng,7.3,84,"1 Quang Trung, P. 3",Quận Gò Vấp,TP. HCM,10.82640903,106.6792041, 08:00 - 23:00,50.000đ - 100.000đ,,mcdonald-s-go-vap
54,McDonald's Phu Lam,https://images.foody.vn/res/g10/91266/prof/s576x330/foody-upload-api-foody-mobile-foody-upload-api-foo-190620152530.jpg,https://www.foody.vn/ho-chi-minh/mcdonald-s-phu-lam,Nhà hàng,7.5,91,"718Bis Kinh Dương Vương, P. 13",Quận 6,TP. HCM,10.74955704,106.6283199, 07:00 - 23:00,30.000đ - 80.000đ,,mcdonald-s-phu-lam
55,McDonald's Ben Thanh,https://images.foody.vn/res/g5/47294/prof/s576x330/foody-upload-api-foody-mobile-asdasdasd-jpg-181227145725.jpg,https://www.foody.vn/ho-chi-minh/mcdonald-s-ben-thanh,"Nhà hàng, Café/Dessert",7.3,367,"2-2A Trần Hưng Đạo, P. Bến Thành",Quận 1,TP. HCM,10.769899,106.696758, 00:01 - 23:59,50.000đ - 200.000đ,,mcdonald-s-ben-thanh
56,McDonald's Đa Kao,https://images.foody.vn/res/g5/47293/prof/s576x330/foody-upload-api-foody-mobile-asdasdasd-jpg-181227145351.jpg,https://www.foody.vn/ho-chi-minh/mcdonald-s-da-kao,Nhà hàng,7.3,591,2 - 6 Bis Điện Biên Phủ,Quận 1,TP. HCM,10.792209,106.69901, 00:01 - 23:59,50.000đ - 200.000đ,,mcdonald-s-da-kao
57,Vigor Dining,,https://www.foody.vn/ho-chi-minh/vigor-dining,Nhà hàng,8.3,41,"Tầng 27 AB Tower (Bên Trong Chill Sky Bar), 76A Lê Lai",Quận 1,TP. HCM,10.770521,106.694329, 17:30 - 22:30,500.000đ - 1.500.000đ,,vigor-dining
58,Bún Đậu Homemade - Đồng Đen,https://images.foody.vn/res/g97/968717/prof/s576x330/foody-upload-api-foody-mobile-bun-dau-mam-t-d-191015135127.jpg,https://www.foody.vn/ho-chi-minh/bun-dau-homemade-dong-den,Quán ăn,7,18,"241 Đồng Đen, P. 11",Quận Tân Bình,TP. HCM,10.787009,106.643394, 10:00 - 22:00,30.000đ - 110.000đ,,bun-dau-homemade-dong-den
59,Bún Đậu Homemade - Nguyễn Gia Trí,,https://www.foody.vn/ho-chi-minh/bun-dau-homemade-nguyen-gia-tri,Quán ăn,6.8,24,"213 Nguyễn Gia Trí, P. 25",Quận Bình Thạnh,TP. HCM,10.806776,106.716144, 10:00 - 22:00,20.000đ - 100.000đ,,bun-dau-homemade-nguyen-gia-tri
60,Pasta Paradise - Phan Xích Long,https://images.foody.vn/res/g67/662130/prof/s576x330/foody-upload-api-foody-mobile-pasta-paradise-phan--180831165059.jpg,https://www.foody.vn/ho-chi-minh/pasta-paradise-phan-xich-long,Quán ăn,6.3,58,"213 Phan Xích Long, P. 7",Quận Phú Nhuận,TP. HCM,10.799531,106.6866, 10:00 - 22:00,18.000đ - 200.000đ,,pasta-paradise-phan-xich-long
61,Cake Boutique Star Kitchen,https://images.foody.vn/res/g27/264558/prof/s576x330/foody-mobile-t1-jpg-458-636062487283413188.jpg,https://www.foody.vn/ho-chi-minh/cake-boutique-star-kitchen,Tiệm bánh,7.6,21,"Tầng B2, Takashimaya Vietnam, 92 - 94 Nam Kỳ Khởi Nghĩa, P. Bến Nghé",Quận 1,TP. HCM,10.7730748,106.7004673, 09:00 - 22:00,50.000đ - 200.000đ,,cake-boutique-star-kitchen
62,Xôi Chè Bùi Thị Xuân - Nguyễn Oanh,https://images.foody.vn/res/g1/3629/prof/s576x330/foody-mobile-woz31fnb-jpg-577-635975441516227121.jpg,https://www.foody.vn/ho-chi-minh/xoi-che-bui-thi-xuan-nguyen-oanh,"Ăn vặt/vỉa hè, Quán ăn",6.2,103,"144 Nguyễn Oanh, P. 17",Quận Gò Vấp,TP. HCM,10.829457,106.678686, 07:00 - 21:00,25.000đ - 55.000đ,,xoi-che-bui-thi-xuan-nguyen-oanh
